,Client Birthdate,Client Monthly Income,Loan Start Date,Loan Due Date,Loan Amount,Loan Purpose,Client IBAN,Client Status,Paid in time
1215,5/11/1982,2457.0,25/5/2013,24/8/2013,10000,others,CH1860947851343847,male : single,YES
1216,5/5/1954,None,31/12/2017,30/1/2019,10000,repairs,CH6511748129571812,male : divorced/separated,YES
1217,6/9/1940,4112.62,22/5/2013,22/7/2013,2000,retraining,DE2960640839157497,male : divorced/separated,YES
1218,29/2/1972,4171.11,8/7/2013,8/7/2013,500,business,CH672337217735044,None,YES
1219,7/11/1989,None,23/7/2014,21/2/2015,10000,domestic appliances,DE9255580002467350,female : single,YES
1220,21/1/1987,3996.91,14/10/2013,14/8/2015,5000,education,FR8537105422035453,None,YES
1221,14/5/1968,4987.67,2/12/2013,2/9/2015,8000,radio/television,ES5468566861012994,male : single,YES
1222,2/4/1960,3271.48,8/7/2016,9/3/2018,3000,retraining,DE8106771448023423,None,YES
1223,24/6/1991,3057.91,11/3/2015,8/1/2017,3000,business,CH7408735116100787,male : married/widowed,YES
1224,12/8/1959,2146.64,27/4/2017,25/2/2018,5000,None,CH1473580601442569,female : single,YES
1225,29/3/1994,2264.93,18/3/2014,16/11/2014,8000,others,CH1751391717721149,male : divorced/separated,YES
1226,31/5/1987,2225.56,18/8/2016,16/2/2017,2000,furniture/equipment,ES8449745534376987,female : single,YES
1227,14/4/1970,2191.81,10/6/2013,10/10/2014,10000,others,BE3925782361261152,male : single,NO
1228,16/10/1954,2740.25,29/9/2015,29/3/2016,4000,vacation,CH8039712603217922,female : single,YES
1229,16/5/1981,1630.72,23/12/2014,23/7/2016,1000,retraining,DE7565884661724035,male : married/widowed,YES
1230,30/12/1967,3543.56,30/7/2014,30/5/2015,1500,domestic appliances,BE9375346766223295,female : divorced/separated/married,YES
1231,9/5/1985,5386.29,17/3/2016,16/8/2017,1500,retraining,DE3958933069764113,female : divorced/separated/married,YES
1232,15/5/1944,-3687.15,30/11/2016,31/8/2017,6000,radio/television,ES6089289402989830,male : married/widowed,YES
1233,29/11/1952,None,19/8/2017,20/7/2018,10000,others,DE6813425835303961,None,YES
1234,5/7/1965,738.24,23/12/2014,23/3/2016,8000,business,DE4669705330695756,male : single,NO
1235,8/12/1956,None,2/6/2017,1/2/2018,10000,repairs,FR931714777835137,female : single,YES
1236,26/6/1999,1521.9,31/12/2013,1/7/2014,2000,others,FR6892576096430265,male : divorced/separated,YES
1237,1/1/1900,2651.49,26/3/2017,25/8/2017,2000,domestic appliances,FR4673028155156696,female : single,YES
1238,3/6/1989,4147.23,13/1/2017,15/3/2017,1500,repairs,FR8023221713807336,female : divorced/separated/married,YES
1239,3/7/1998,None,20/7/2017,4/12/2013,3000,domestic appliances,DE8032904805577508,female : divorced/separated/married,YES
1240,4/6/1979,3072.85,2/10/2017,2/10/2017,2000,repairs,CH9510047159877990,None,YES
1241,9/1/1998,3684.36,20/7/2015,30/1/2014,4000,business,FR8922792351061973,male : married/widowed,YES
1242,19/6/1978,3046.45,19/7/2015,19/7/2015,1500,education,FR2253507513457185,male : divorced/separated,YES
1243,24/10/1959,4474.4,5/1/2016,5/2/2016,5000,domestic appliances,DE7265895471231395,male : divorced/separated,YES
1244,21/11/1961,2424.07,5/2/2014,5/2/2015,2000,car (used),FR7425717601671078,male : divorced/separated,YES
1245,3/5/1970,2018.91,30/10/2016,28/2/2017,5000,None,DE2848202614690224,male : married/widowed,YES
1246,6/7/1982,2781.07,1/4/2015,2/7/2015,3000,furniture/equipment,BE9085610248931883,None,YES
1247,11/1/1943,6478.9,21/3/2015,20/5/2016,10000,repairs,DE6396972401655067,female : single,YES
1248,24/1/1966,2913.54,31/10/2016,30/11/2017,5000,others,DE5503698641819173,male : divorced/separated,YES
1249,9/9/1990,None,24/3/2014,22/2/2016,3000,vacation,CH6271874425428934,male : divorced/separated,YES
1250,1/4/1999,1329.74,13/3/2015,11/7/2016,3000,car (new),DE8627077903299688,female : single,YES
1251,30/7/1948,4797.81,22/11/2015,22/7/2017,10000,radio/television,FR8938033483086854,None,YES
1252,26/7/1959,-10732.5,21/9/2015,21/12/2015,5000,education,FR9658257516989408,female : single,YES
1253,11/4/1967,1715.48,7/5/2013,5/1/2015,1500,business,DE716597664688123,female : divorced/separated/married,YES
1254,14/5/1962,15485.27,28/11/2017,27/2/2018,500,repairs,FR1219208485596762,female : single,YES
1255,9/4/1968,3745.03,18/9/2013,19/4/2014,500,car (new),DE5255057384377304,female : divorced/separated/married,YES
1256,1/1/1900,2183.73,25/9/2014,25/10/2014,10000,education,DE4149132786734529,None,YES
1257,12/2/1943,3690.33,21/9/2016,22/8/2018,6000,car (new),CH2945348338170498,male : single,YES
1258,26/4/1949,3374.08,7/12/2013,8/7/2014,8000,education,ES2199522873917266,male : divorced/separated,YES
1259,15/2/1958,1700.67,6/3/2016,10/3/2015,8000,retraining,CH9552750061068201,None,YES
1260,3/8/1999,2070.56,23/9/2013,24/4/2015,6000,business,FR505301144803806,male : divorced/separated,YES
1261,3/5/1955,2390.49,31/8/2017,1/3/2018,3000,business,CH8910179808872526,male : married/widowed,YES
1262,7/1/1970,1543.98,13/2/2014,14/10/2015,8000,repairs,FR9050989491636721,male : divorced/separated,YES
1263,27/3/1949,26755.35,5/3/2014,5/8/2015,10000,vacation,DE1258444108525793,male : married/widowed,YES
1264,19/5/1981,3154.24,13/12/2013,13/10/2014,2000,vacation,FR2557607372837986,male : divorced/separated,YES
1265,23/3/1944,3535.71,27/11/2016,28/6/2017,3000,retraining,ES8768233788816187,female : single,YES
1266,6/6/1958,3347.01,6/6/2013,6/6/2013,1500,vacation,FR6340819689587312,female : divorced/separated/married,YES
1267,11/6/1949,3566.58,28/3/2016,27/6/2017,500,busines,DE4058939924398164,male : single,YES
1268,8/7/1946,3509.94,29/3/2014,28/8/2015,1000,business,DE8797895064696703,None,YES
1269,29/4/1970,1897.59,16/9/2015,15/9/2016,6000,car (new),DE7361817784655986,None,YES
1270,13/1/1981,None,26/8/2014,27/3/2015,4000,domestic appliances,DE7550413333483997,female : single,YES
1271,2/12/1959,4188.88,20/10/2016,21/3/2018,2000,radio/television,DE161459057309560,female : divorced/separated/married,YES
1272,28/12/1986,12912.29,22/9/2016,23/6/2018,1000,car (used),DE3884278061111782,male : married/widowed,YES
1273,21/5/1992,3696.9,23/8/2014,23/10/2014,1500,car (used),DE6278767600929283,male : single,YES
1274,23/12/1969,None,27/6/2015,26/1/2016,1500,education,DE2007974969819170,male : married/widowed,YES
1275,11/11/1997,5385.68,13/12/2016,14/8/2017,500,car (new),DE7681503174347740,None,YES
1276,9/4/1990,4346.21,15/10/2016,14/2/2018,1500,repairs,DE5953017385481567,male : single,YES
1277,30/11/1978,2313.82,5/12/2016,6/6/2018,3000,furniture/equipment,DE9178281220473155,female : single,YES
1278,13/9/1970,3426.86,31/5/2016,30/9/2016,8000,car (new),FR594858525216047,None,YES
1279,5/3/1980,5189.49,29/12/2017,28/2/2019,3000,radio/television,CH4101127437047831,male : single,NO
1280,12/2/1973,1709.41,2/1/2015,2/9/2016,1000,business,DE1687852331303710,male : divorced/separated,YES
1281,26/1/1981,3365.77,26/9/2014,26/6/2016,4000,radio/television,DE3066873007342888,None,YES
1282,12/6/1974,1864.66,4/4/2016,2/2/2018,8000,domestic appliances,DE8268014047855339,male : divorced/separated,YES
1283,13/1/1991,2754.46,6/7/2017,7/3/2019,5000,repairs,DE1725524300783012,male : single,YES
1284,15/2/1945,3884.94,11/11/2014,11/6/2016,4000,education,BE1497369728339307,female : single,YES
1285,18/9/1981,3599.4,12/8/2017,13/3/2019,500,furniture/equipment,DE8538785351259344,male : married/widowed,YES
1286,16/7/1963,None,8/10/2015,8/10/2015,8000,domestic appliances,DE4900947083472868,male : married/widowed,YES
1287,27/11/1947,27249.41,13/9/2016,15/5/2018,3000,education,CH2638446557922011,male : single,YES
1288,12/8/1970,2970.36,6/1/2013,6/2/2014,3000,vacation,FR2885393463753548,female : single,YES
1289,1/8/1942,3109.09,6/10/2017,6/11/2017,2000,others,ES4666485470870056,female : divorced/separated/married,YES
1290,27/2/1973,1681.77,28/8/2014,29/4/2015,1000,car (new),CH839504287797695,male : single,YES
1291,18/2/1976,1077.21,5/10/2013,4/11/2014,3000,business,ES3910304608901672,male : single,YES
1292,15/6/1955,2708.06,12/10/2017,24/10/2017,8000,None,CH7375500405434927,female : divorced/separated/married,YES
1293,2/9/1956,1987.25,3/10/2014,2/1/2016,4000,repairs,FR1732713280169820,None,YES
1294,27/12/1976,2480.17,25/3/2017,24/6/2018,500,car (used),DE8486030186444499,None,YES
1295,25/6/1958,1046.86,8/5/2014,7/3/2016,1500,radio/television,DE9794231225881254,male : married/widowed,YES
1296,7/1/1943,8445.92,16/9/2014,17/10/2015,4000,repairs,DE1335165994862292,None,YES
1297,27/3/1986,3901.21,11/10/2015,9/2/2017,1000,others,FR616630893080692,None,YES
1298,31/3/1956,2610.15,18/9/2017,20/3/2018,1500,retraining,DE2217555366854384,female : divorced/separated/married,YES
1299,29/12/1953,1472.45,13/11/2015,25/5/2014,8000,furniture/equipment,CH7430675553889049,male : married/widowed,YES
1300,11/11/1990,2814.6,10/9/2015,11/10/2015,1500,radio/television,BE6499987935140786,female : divorced/separated/married,YES
1301,14/3/1988,2446.37,7/4/2015,7/6/2015,3000,repairs,DE5680800555720990,male : single,YES
1302,24/5/1992,3402.3,14/3/2013,12/11/2013,2000,retraining,DE7294870856729302,None,YES
1303,16/7/1989,2530.08,6/1/2015,7/4/2015,3000,others,FR6018350679081024,female : divorced/separated/married,YES
1304,29/11/1963,3480.83,6/12/2016,5/1/2018,10000,retraining,DE5253794536367013,female : divorced/separated/married,YES
1305,12/9/1992,17845.27,7/2/2016,7/12/2017,6000,others,ES3409802284149036,female : divorced/separated/married,YES
1306,19/7/1940,8148.16,12/4/2014,11/12/2014,1500,others,FR7152575454722331,None,YES
1307,8/2/1949,2073.31,3/12/2015,1/2/2017,500,radio/television,CH3333601796097574,male : single,YES
1308,30/1/1995,3007.76,16/12/2013,17/5/2015,6000,retraining,DE7565662860461837,male : married/widowed,NO
1309,12/7/1952,4409.32,19/2/2016,18/1/2018,4000,others,DE2048180655376188,female : divorced/separated/married,YES
1310,17/8/1952,3261.2,25/10/2017,27/3/2018,2000,retraining,FR8279491743261242,female : single,YES
1311,22/11/1953,3239.63,1/12/2013,1/9/2015,10000,business,CH6581534039121044,male : married/widowed,YES
1312,18/11/1978,3564.53,15/8/2014,14/1/2015,3000,None,FR4347736612480105,female : divorced/separated/married,YES
1313,8/12/1953,3899.85,31/8/2013,1/10/2014,1000,radio/television,CH6680730973801478,male : married/widowed,NO
1314,3/5/1961,2421.15,6/3/2015,5/4/2015,10000,vacation,ES5053384179340269,female : divorced/separated/married,YES
1315,23/5/1978,3471.06,25/2/2013,14/1/2014,10000,domestic appliances,FR4728482919426937,male : married/widowed,YES
1316,21/4/1981,None,30/4/2016,31/3/2018,5000,retraining,DE393572185004337,male : married/widowed,YES
1317,19/5/1983,22999.06,4/4/2014,3/11/2014,1500,vacation,DE6570011471679310,female : divorced/separated/married,YES
1318,25/12/1995,13242.69,18/2/2016,20/3/2016,1500,repairs,FR3343060552984830,male : single,YES
1319,18/7/1970,3579.8,15/1/2013,16/4/2014,2000,others,FR8619218149594300,male : married/widowed,YES
1320,15/8/1993,3235.58,20/2/2017,21/6/2018,3000,business,DE6495120518784734,male : single,YES
1321,6/6/1980,3446.23,4/8/2013,3/12/2014,6000,radio/television,FR474931515374946,male : married/widowed,YES
1322,13/4/1984,29012.58,22/5/2015,21/3/2017,6000,car (new),CH1044498752832412,None,YES
1323,16/3/1958,4189.85,30/10/2016,31/8/2018,1000,repairs,BE9779592569959101,None,YES
1324,13/3/1992,2760.7,28/1/2014,28/1/2015,10000,education,DE789305176904366,female : divorced/separated/married,YES
1325,30/9/1952,5097.09,15/12/2015,15/5/2017,1000,others,DE5996812870591039,male : divorced/separated,YES
1326,19/11/1981,2949.56,9/4/2015,8/12/2015,10000,car (new),CH7841435339944592,male : married/widowed,YES
1327,16/2/1957,2295.85,9/12/2016,10/8/2017,500,car (new),FR3101052324155160,None,YES
1328,20/9/1993,4982.07,18/2/2013,20/12/2013,500,business,CH7798558498974622,None,YES
1329,20/10/1978,3463.46,2/7/2015,1/3/2016,2000,busines,DE6367618051226742,male : divorced/separated,YES
1330,21/1/1968,5723.35,30/9/2016,1/3/2017,10000,repairs,FR5380421474174365,male : single,YES
1331,13/7/1968,1533.22,7/6/2015,6/12/2015,1000,radio/television,CH9891368006769330,female : divorced/separated/married,YES
1332,19/10/1983,4179.36,3/2/2014,6/7/2015,10000,car (new),FR487768182661112,male : married/widowed,YES
1333,8/2/1956,3768.57,29/5/2017,29/4/2019,4000,others,ES2399395543988048,female : divorced/separated/married,YES
1334,1/5/1989,2497.97,16/10/2016,16/4/2017,8000,others,DE3650035199598382,male : single,YES
1335,3/12/1943,2366.86,20/4/2015,19/6/2016,2000,business,FR7040771530342203,male : married/widowed,YES
1336,8/4/1989,1359.1,23/3/2013,22/8/2014,5000,vacation,FR8613973198073616,male : divorced/separated,YES
1337,28/4/1970,855.88,15/5/2016,14/8/2016,3000,repairs,DE3164981289570767,female : single,YES
1338,1/1/1900,3453.44,14/9/2015,14/11/2015,10000,vacation,DE5800642598775809,male : married/widowed,NO
1339,2/1/1984,None,25/9/2013,25/11/2014,2000,business,CH4189795897993694,None,YES
1340,25/12/1971,24175.62,6/3/2017,5/11/2018,1000,business,DE3169595602726797,male : married/widowed,YES
1341,8/1/1999,4501.45,1/2/2013,2/10/2013,500,business,DE3912454233342653,None,YES
1342,6/9/1986,3646.79,23/10/2017,24/4/2018,500,car (new),CH644180877969151,female : single,YES
1343,11/8/1954,2958.39,20/8/2017,20/9/2018,3000,others,DE7986722487237866,female : single,YES
1344,25/8/1946,10667.97,24/8/2017,24/11/2017,3000,others,DE8477618417758516,male : divorced/separated,YES
1345,30/10/1957,4948.23,18/7/2013,17/4/2015,2000,others,DE9156444309471294,female : divorced/separated/married,YES
1346,2/7/1982,2187.89,21/6/2017,25/3/2016,6000,radio/television,BE6042989602236255,male : divorced/separated,YES
1347,11/1/1977,2573.04,31/10/2015,30/10/2017,6000,furniture/equipment,FR1124194218003492,female : single,YES
1348,7/12/1976,2270.11,16/3/2016,15/10/2017,8000,others,FR1153047404100673,male : married/widowed,YES
1349,27/1/1953,5642.83,26/12/2013,25/9/2015,4000,car (new),CH3940958252651587,male : married/widowed,YES
1350,31/12/1980,2745.58,8/12/2015,8/4/2017,10000,others,DE3742671524718274,female : divorced/separated/married,YES
1351,23/3/1977,2793.04,18/2/2013,19/11/2013,2000,car (new),CH8131276029647055,None,YES
1352,24/9/1971,None,15/1/2016,15/6/2017,10000,vacation,CH4222734197044599,None,YES
1353,31/12/1947,2783.7,5/1/2015,5/8/2016,2000,radio/television,BE4947259447992667,female : divorced/separated/married,NO
1354,2/8/1946,3937.34,29/6/2017,29/8/2018,4000,retraining,FR6199582844932954,None,NO
1355,12/2/1955,None,18/5/2013,18/5/2015,1500,car (new),FR8818575235234097,male : married/widowed,YES
1356,23/1/1999,1362.93,19/6/2015,18/6/2016,2000,car (new),FR9895054248908330,female : single,YES
1357,9/9/1966,2684.79,17/8/2014,16/1/2016,500,others,ES3462484722372065,male : divorced/separated,NO
1358,3/5/1970,1746.15,28/8/2017,28/9/2018,6000,repairs,DE5420907644298450,male : married/widowed,YES
1359,15/8/1958,3321.5,19/3/2017,17/1/2019,1000,car (new),FR7997103622470369,male : divorced/separated,YES
1360,2/6/1959,3327.37,6/11/2017,10/5/2016,3000,education,FR3182628266184883,female : single,YES
1361,20/11/1984,3117.48,8/11/2014,8/8/2016,2000,business,FR8976867864931583,male : single,YES
1362,8/8/1957,1977.9,29/1/2015,31/5/2015,2000,car (new),DE7339076627193821,female : divorced/separated/married,YES
1363,30/4/1941,2166.17,12/6/2017,12/8/2018,4000,others,DE6513518872148763,male : married/widowed,YES
1364,9/10/1968,2547.51,15/4/2016,15/10/2016,3000,car (new),DE472499639653977,female : single,YES
1365,4/11/1950,3440.7,18/6/2015,16/12/2016,5000,repairs,CH3595756411327397,None,YES
1366,12/7/1961,1428.32,30/8/2015,29/9/2015,8000,repairs,FR3543547348481513,None,YES
1367,30/8/1964,2645.37,11/10/2015,10/9/2017,4000,retraining,CH4506475254184423,male : married/widowed,YES
1368,24/1/1968,3595.48,20/11/2016,21/4/2018,8000,busines,DE9063832859224652,None,YES
1369,1/12/1974,4189.64,20/1/2015,20/1/2015,2000,domestic appliances,BE7572382562490083,male : single,YES
1370,29/11/1987,3266.52,8/2/2016,9/4/2017,5000,others,FR8808275294175520,male : married/widowed,YES
1371,5/11/1950,2520.0,6/12/2014,6/12/2014,500,car (new),ES9261543905548451,female : single,YES
1372,26/3/1944,None,21/5/2015,19/8/2016,1000,car (new),FR6431355248945393,None,YES
1373,17/11/1984,3788.61,29/11/2017,30/8/2018,1500,car (new),ES2910868802454604,female : divorced/separated/married,YES
1374,22/6/1971,4836.23,21/2/2017,23/7/2017,4000,car (used),CH4779421386815357,male : single,YES
1375,3/5/1953,4572.13,15/1/2016,15/9/2017,2000,others,CH1890520153623487,None,YES
1376,1/7/1992,None,23/5/2016,22/10/2017,4000,business,DE4622175077890678,female : divorced/separated/married,YES
1377,28/1/1970,1929.16,3/3/2017,3/3/2018,1500,radio/television,ES348336307272881,male : single,YES
1378,28/7/1959,None,19/7/2015,18/6/2016,6000,None,DE5792508495151505,None,YES
1379,8/3/1978,3023.64,16/5/2015,14/9/2015,5000,retraining,CH3419584835814536,female : single,YES
1380,1/3/1976,2769.68,28/5/2014,25/2/2015,2000,domestic appliances,CH3478432378771152,male : single,YES
1381,2/1/1985,3563.11,10/8/2013,11/7/2014,2000,car (new),DE844425010143431,male : divorced/separated,YES
1382,3/5/1989,5440.15,6/3/2014,4/12/2014,1500,car (new),CH1156560295127029,male : married/widowed,YES
1383,9/1/1970,3331.79,13/9/2015,13/6/2016,6000,business,CH9956071531940344,None,YES
1384,14/12/1996,275.53,5/3/2013,4/9/2013,1500,car (new),DE3894373147901221,female : divorced/separated/married,YES
1385,13/2/1995,2140.77,2/9/2017,2/9/2019,8000,car (new),DE4466774360685809,female : single,YES
1386,25/12/1966,4047.18,1/7/2017,31/10/2018,500,retraining,FR1926030216445339,male : single,YES
1387,16/11/1951,1697.67,23/5/2016,22/8/2017,10000,car (used),CH7106580345256178,female : single,YES
1388,3/1/1948,2435.72,14/8/2015,13/7/2016,6000,retraining,DE3356288602446602,male : divorced/separated,YES
1389,17/7/1958,2361.11,22/7/2014,21/11/2015,4000,radio/television,ES9217610394153887,female : divorced/separated/married,YES
1390,15/9/1948,3445.14,9/6/2014,9/6/2015,10000,retraining,DE5813577826764706,male : divorced/separated,YES
1391,16/5/1966,3594.04,12/10/2014,13/5/2015,500,car (new),CH6345933478008932,male : divorced/separated,YES
1392,21/8/1986,1429.31,4/6/2017,3/1/2018,500,repairs,FR4536173818895034,female : single,YES
1393,25/4/1967,1915.51,31/12/2015,31/5/2017,2000,retraining,DE5852026408037520,male : divorced/separated,YES
1394,30/11/1986,5044.67,17/7/2017,17/6/2019,8000,retraining,CH1989846418517771,male : single,YES
1395,30/6/1966,2984.24,26/11/2014,26/6/2016,1000,car (new),CH1865545496150420,male : single,YES
1396,6/11/1940,3360.26,7/12/2014,8/5/2015,3000,None,DE5190910491708800,male : single,YES
